idx,C3L-02504,C3N-02782,C3N-01505,C3L-01149,C3N-01515,C3N-02256,C3L-03744,C3N-03183,C3L-03392,C3L-03727,C3L-02708,C3L-02642,C3N-01814,C3N-02185,C3L-02041,C3N-01518,C3L-01049,C3N-02786,C3N-03186,C3L-00677,C3L-03390,C3L-01156,C3N-02788,C3N-01369,C3N-03070,C3L-01157,C3N-01852,C3L-03407,C3N-02183,C3L-01834,C3N-01818,C3N-01517,C3N-02785,C3L-04084,C3N-03182,C3L-01154,C3L-03405,C3N-02255,C3L-02984,C3L-02707,C3N-02186,C3N-02769,C3N-01364,C3N-01367,C3L-01045,C3L-03968,C3L-02704,C3L-03266,C3N-01816,C3L-02970,C3L-03681,C3N-02784,C3N-02188,C3N-02181,C3N-00661,C3L-00104,C3N-01368,C3L-01048,C3N-03184,C3N-03188,C3N-01857,C3L-02900,C3L-01327,C3N-02190,C3L-01040,C3L-00674,C3L-01043,C3N-00662,C3N-01851,C3L-03728,C3L-03400,C3N-01856,C3L-03260,C3N-03088,C3N-02783,C3L-01155,C3N-00663,C3N-01192,C3L-02465,C3N-01815,C3L-01142,C3L-02542,C3N-02770,C3L-02705,C3L-01061,C3L-03387,C3L-01046,C3N-01366,C3N-00665,C3N-01196,C3L-01887,C3N-01334,C3N-03473,C3N-01798,C3L-02955,C3L-03748,C3L-00365
ENSG00000160789.20,1.9763398099471494,2.1044536670099454,2.0883712695088974,1.7732928175345917,1.9883607158144314,1.913830014296748,2.0390609538498876,1.9907474121082684,2.0155859837721897,1.9924120312596538,1.9144748606664521,1.905555876623019,1.8504871742939828,2.0918824675867005,1.7280674570261425,2.105016067287461,2.561893410855725,2.459158129004414,2.0390652068485107,1.8531735562561664,1.9353037135592552,1.9168574741700015,1.8245932264827585,2.1428788394657126,1.5205136255965181,1.7755417856840954,1.9876069433273298,2.030166275476484,2.1662369588137156,1.8950216829201703,2.1723044355823196,2.087287925162068,2.081858810219177,1.9425437765930655,2.2747608930805696,2.130520781449664,1.845838199034498,1.8188770798436242,1.488100588814952,1.8106493795401406,2.053872701527042,2.162982574389107,2.201567457330609,2.110988142471558,2.1568649469411167,1.9696654286075193,2.119407288067522,2.0753102632401603,2.176028428829675,1.6602554970637167,2.026433166079288,2.1681768718571255,2.162463088006528,2.0667694744187677,1.9992719420745144,1.9365801382031416,2.069796736188908,1.9013329125394194,1.9317717076636785,1.9815500020033956,1.7145951564270097,1.7299080611120368,1.9410688622012693,2.1780679904853937,1.9538800588534613,2.033691224023831,2.2386846390478206,1.9567984627558348,1.8019447739640237,1.8846622985257602,2.005892530946812,2.2419625650619794,1.8318621284290877,2.0829966534363207,1.9556639885659026,2.0487281075794295,2.0815394798128652,2.1074719451175943,2.5651325603984576,2.097222341778811,2.060265083386431,2.030074993175615,1.995086443075679,2.0450430051111548,2.1511985521197756,1.925714590733377,2.0444460378765426,2.332166665087802,2.1886920229718854,2.0707543492734852,1.8432945756259895,2.051136456253295,1.9209451942031674,1.8844171405983976,2.1241464411225897,2.218544928960046,2.0162838738115387
ENSG00000162300.13,1.2917050093131306,1.5140956872365898,1.2133171600453923,1.061515848590175,1.171809336952603,1.3203351966827461,1.1924328618601598,1.3082539167042164,1.3587701414342646,1.045985384361637,1.3335438962795954,1.2403531238569765,1.3035339826216175,1.3305820007020255,1.187642918589193,1.2880570837963354,1.3302545708585471,1.3251535505512637,1.3646746099386362,1.324346499288823,1.3037617614207602,1.2685670891653957,1.229754499638264,1.3394441833152613,1.4090259338506008,1.2809386408914392,1.4079467739653613,1.4183015820274019,1.3650297321064804,1.2730074657603678,1.3387174818543361,1.410378026817929,1.3921390945784249,1.191142527753842,1.3094524749073428,1.3251815661633333,1.2409802489649184,1.1983282852991741,1.2532285602941535,1.2838645299558133,1.2681310097076388,1.2284856664707104,1.1920855996474222,1.169142779052824,1.3089488781715546,1.0329267547759904,1.3634413524542595,1.3800664667989884,1.503445791557813,1.2395914819992584,1.278522179107028,1.3643707869207962,1.3360136755387941,1.3082863353114302,1.193590599144569,1.2158220873632144,1.2477997045797407,1.2926256910662748,1.3992422689264628,1.2215970466303097,1.2616284667339015,1.2944586569794312,1.202031761528063,1.3851579749461693,1.2227794610669454,1.2080415919869216,1.3848715232581592,1.028820133359965,1.287263661056508,1.1564712165356248,1.17374348448731,1.1154929046729627,1.4041354934807013,1.2782260526098497,1.3540893264327207,1.2401687981101008,1.1727773775996613,1.3814060502455472,1.3131590163524878,1.3300401830774042,1.2699246060492013,1.2650964400568132,1.2717216659864963,1.3754346907626434,1.0911931698255426,1.197113716061483,1.194019432847571,1.1961277269523227,1.326038260200297,1.4308972373093416,1.20314466391474,1.2389815619628097,1.361883598944484,1.2881394062506033,1.4182944514280447,1.4198149676537684,1.3006291256779685
ENSG00000138867.16,1.7248895844097105,1.886142526025555,1.7958113121868367,1.6936395109907156,1.7128509491001542,1.8119915296471536,1.5619863987384144,1.8939292602067765,1.7404501506612058,1.7258519266143308,1.6003078339973529,1.5629249354987138,1.9002169730549379,1.8878520512173533,1.6880360097345166,1.736359371111397,1.9087858424902489,1.8498240462846762,1.797676329872134,1.6511180609323701,1.7960277346683966,1.7727819038953938,1.6915616398553857,1.9073038631253025,1.8302209319847105,1.6786090116154615,1.789431891195587,1.878443729539923,2.0219021993745936,1.740762356140941,1.7044834025604858,1.8641310883228954,1.942415584687561,1.6912139580249432,1.996082583761072,1.8290961477161027,1.5296930033030116,1.5284370087911374,1.6092053204662573,1.6913806192074665,1.8201024244862956,1.8580618339203632,1.8012115233803803,1.7098142482584615,1.7267267662825052,1.8276220542835044,1.7922425398122461,1.757473176399666,1.7416893755752079,1.702570812188544,1.8599352363395838,1.9335066416180577,1.8761565093818218,1.9874576200074854,1.7224641939007366,1.6896676262546213,1.7618365852621192,1.7355513263033502,1.869545785866855,1.6490190128444882,1.8216382848992212,1.7348851945459451,1.725316948646124,1.9286795709522961,1.5350603543487964,1.7128484631741563,1.848976480746268,1.752770623281196,1.8217192598850231,1.717562238297215,1.6745130193626427,1.7258273386789518,1.7572499697568489,1.764004429218978,1.7741771133526225,1.7411590715213991,1.689250386351199,1.6449394208428578,1.775404254152783,1.7808372466809261,1.766982051177915,1.8239195454622543,1.8558487311965524,1.7102388479368993,1.870621308121778,1.5264490980636174,1.9084529481614954,1.7365552120292624,1.8281796315951264,1.5105463637801495,1.7142671117359747,1.7555793382558493,1.903549847415548,1.8222893446548498,1.8755881018038447,1.9522850175714852,1.7354648774871348
ENSG00000111731.12,1.6651331192854553,1.695145085748417,1.7658025978705296,1.9226178756460641,1.6557633397809794,1.75985519323752,1.6618880139602177,1.7276254654405994,1.534724204270715,1.7109032339526624,1.8396921864081275,1.6204511173065759,1.7634600264623113,1.7609644926044368,1.7605930079505883,1.6093300094542977,1.571094039964155,1.737925844800693,1.6981242618336243,1.6536128812228232,1.7388499711915957,1.7727819038953938,1.8019986939361203,1.7114046722738034,1.8128745474054389,1.686063467452578,1.6482145143796183,1.6595653026150483,1.7282805051293872,1.7432508111623837,1.6198729705016406,1.7599796587502177,1.6784472425890442,1.7161005624974772,1.6552186243844773,1.6759252890789733,1.6516702835458688,1.7518524480622812,1.8093912936548584,1.6516326465908702,1.7629281833249468,1.7787264107558798,1.7763431505652845,1.714798084449692,1.7341429418111018,1.7802991827323984,1.6584125541612738,1.7202266427855455,1.8409533985472397,1.7523535358648108,1.641243598217528,1.7562618321205423,1.6595714840837095,1.6354508338457494,1.6087651456286254,1.7819573822107306,1.734515336288858,1.656360241670506,1.7824543857200206,1.7265320639304806,1.7793189085264864,1.7722136953002543,1.7352365768555558,1.6568938316131456,1.698623079184938,1.6631015431261413,1.7000587635890598,1.7030077356044544,1.816769451143847,1.754978284026849,1.55241665070617,1.5844044503113919,1.7522758258453666,1.7714813936119151,1.7369050451316734,1.654345230698568,1.642079366948809,1.6399656854347744,1.5879818676556532,1.6488170388752967,1.7073262093862005,1.8313718450542547,1.721608658618802,1.6953586631735988,1.701788253697281,1.7086117953380628,1.762594177938029,1.7240418406048639,1.6516655639778006,1.7470786243217804,1.7365987881784772,1.6835467605440588,1.4985364732089417,1.717939498588067,1.679232233989187,1.6188566324154947,1.7006700642422312
ENSG00000143303.12,1.2743009388456916,1.2958589705048082,1.0708757960906559,1.3352494148598635,1.1122396576630296,1.2781343221901458,1.2922845137835277,1.2710409911400276,1.3141494999710903,1.2501346971444929,1.3609733533266635,1.307858847639333,1.119583457004844,1.253488912531244,1.3402628113885167,1.3552961987428955,1.3302545708585471,1.3748722668807773,1.1731115430155343,1.2844293746415734,1.2689676374085619,1.2213947602082442,1.1620211120706754,1.2129528197034265,1.2926069127742903,1.2486359989306024,1.2320939773618966,1.3188113879706405,1.1958843252258404,1.2530998255888268,1.3138320606605578,1.2492408864933435,1.1531753958865418,1.119021147992438,1.4139164040548786,1.2733174538420982,1.2135975942165222,1.4117893255539038,1.3521480514267166,1.1918976583141636,1.1662171165892365,1.280524745602664,1.115043380666255,1.263810747505247,1.2051224207712,1.2595731564386068,1.3138746911020476,1.250969981292447,1.1412649065403295,1.2022295478802203,1.206494861539382,1.3169573634476617,1.2912175775264576,1.2736013449014942,1.139237510633618,1.273166451942429,1.1484993833114687,1.2505801745690241,1.225084359001513,1.2091199458264679,1.224312734273472,1.3317871577337403,1.2169112038422112,1.2406478736585638,1.1037999698641703,1.0738244016973764,1.223591575205087,1.1656183115833267,1.2550899042388617,1.094161028380541,1.208603243620046,1.331312322137898,1.339471622631428,1.218460183895639,1.3118443338327261,1.279855125343395,1.18767348898989,1.1875298440384474,1.2906653308147604,1.2503646547584002,1.2450928619034003,1.2178985426408127,1.1971548984997997,1.2439930586868246,1.2177372565070006,1.1671900177422532,1.265700154135557,0.9885559217643938,1.2241429722589245,1.1072464104903248,1.0394286626173714,1.3333690775851559,1.2426260714676465,1.2185811259122075,1.301510065177473,1.2407073330838574,1.1614995795744187
ENSG00000146013.11,-0.5047984190661958,-0.34489810249809744,-0.4419885289040192,0.8351262163975023,-0.5970626481518729,-0.5349632843945226,-0.7697507759484317,-0.5103385283459516,-0.49189575249614614,-0.603727423292355,-0.372418716827775,-0.3492703591780125,0.10509556228135877,-0.23693598411582675,-0.3636507229249817,-0.3456117571579563,-0.6036630221637377,-0.3974171625800317,-0.9379398357750824,-0.399449580399746,-0.24150522437331573,-0.24343149901991887,-0.17929076004241956,-0.5113816150105837,-0.38406984010868833,-0.6890255549971216,-0.5000486366887104,-0.9226280664826491,0.1415189075230561,-0.59736509745635,0.17126771739062593,-0.12136712872367453,-0.1095590961484626,-0.4592624210512047,-0.45762530894801823,-0.2676569934727241,-0.7392088758266219,-0.30592786731343613,-0.9531158439455613,-0.6790394127490229,-0.25801586169230817,-0.6192363390301048,-0.917324387647455,-0.34706478622426523,-0.3587759541141877,-0.39814778159334185,-0.9095618205048064,-0.7082473488551065,-0.9047803261525054,-0.29501075804535487,-0.9390393651780284,-0.4580124565252717,-0.4295850602381609,-0.593016412763735,-0.9325816035439181,-0.13235664491454263,-0.41025238311028994,-0.11613421012412406,-0.24670803370567565,-0.20239271444945273,0.06321840911047212,-0.9681213164079505,-0.22899860303511807,-0.3944063548554623,-0.9609316088817569,-0.45882845806192657,-0.14278247138337988,0.12435476839135569,-0.9381950980200799,-0.41455371156024495,-0.6266796006705321,-0.6905709337883458,-0.42234528009614014,-0.3951435017441317,-0.32750505234164745,-0.7353917676087662,-0.7209156097354472,-0.9443126265743556,-0.4586186074864292,-0.6329475831059429,-0.9626952730057092,-0.2370387477039906,0.1178885842967218,-0.317235926678637,-0.26053904338191164,-0.09227573345035961,-0.6865424637647297,-0.889175567438057,-0.9321930590098956,-0.48065689985736343,-0.3907415227081448,-0.9671775827901218,-0.39850064546720937,-0.29977250471134553,-0.6184222617835482,0.16984426297919483,-0.27140053672677394
ENSG00000144451.19,1.5008277387208886,1.382662457130306,1.4357817621769464,1.300401093246918,1.459704632819171,1.3501415824338467,1.487066432734366,1.4571304441281252,1.3240651980740177,1.5066542632187285,1.3285567222710375,1.572929488856603,1.4203741448104819,1.6266114961441234,1.3928040859587754,1.4175527931302443,1.2954870665537572,1.2356399637228899,1.3522554894508323,1.4740107685131043,1.4504243413349376,1.392745326372769,1.455624509996157,1.2551083417853945,1.406547878910705,1.397774812045173,1.380694297737718,1.2989133491592884,1.1386730128205746,1.5566415691044,1.6024531756659959,1.3707012917426231,1.2253501534487177,1.4523523282975606,1.394009033088221,1.4140844132961599,1.3206139876377552,1.5110602524033818,1.3917010247791723,1.229186225125108,1.539130446826045,1.6275180526683226,1.3984184888942723,1.5852183434776999,1.3485018143240706,1.291944093850343,1.5493411158557309,1.2286220611239744,1.6523542371215088,1.5557117773435556,1.4797413519944205,1.3868166361584726,1.4853174018767434,1.4272417205772427,1.4827322223374302,1.540008562542012,1.5855151793883173,1.32974651198792,1.4340638947639648,1.3540693513572735,1.4233880594809785,1.4785877083668553,1.4301832103449985,1.417556770523076,1.3640381779708857,1.3796187192325262,1.4518708429126526,1.354692403311105,1.3317871906833894,1.4307557757643277,1.5125484486958933,1.3412384767873147,1.3519069824101346,1.3354995998597488,1.4087666299803305,1.326957834978411,1.3466149975236275,1.4858296251382628,1.5354966014009563,1.5018732408685778,1.2624676258252372,1.4861068049568935,1.3338316310354348,1.3431942904421597,1.3368565625923534,1.4341323673856927,1.2385015361925475,1.38375321808976,1.4055802382687324,1.3586926525124225,1.3718728859247598,1.4177962264273543,1.4339251851406405,1.4098601840632023,1.3338258808704793,1.2208230757514467,1.6261097501460091
ENSG00000170892.12,1.446050979023655,1.6877026604875855,1.5607680573043636,1.3228035857123832,1.3529756240920185,1.3724715330923798,1.4720774432037127,1.5315811204236565,1.5644712985794977,1.5514754267159652,1.5155508117219127,1.4854146583584689,1.5496467566895846,1.5967497447545373,1.3652824659457827,1.4997394697544393,1.5661272536348996,1.3723850874745986,1.5438434443909441,1.4515573858990265,1.4852433360576525,1.4449106190584027,1.2046745685114952,1.584938106027899,1.5378600101757898,1.400259630657545,1.5689593585139543,1.6147947152895057,1.5068261906037415,1.3426593218105474,1.5551957608190115,1.7029443520794654,1.4145287105371538,1.385183382826191,1.6527302030136448,1.5005410731398954,1.338039313386735,1.3695886314693546,1.3200066283589185,1.4130951259255218,1.4695216164604015,1.5829166694580397,1.4729987389667452,1.522945310268275,1.6229003088821508,1.252097189368922,1.4452511270160855,1.6184194509069496,1.6399431314735926,1.4088527424985673,1.5542789383937896,1.5740235077759357,1.4679119140998542,1.4619267109871787,1.4827322223374302,1.3754085356354269,1.4588687716477178,1.5326489191456352,1.7003161689482136,1.4290319730204366,1.5304062942023833,1.4935191086685793,1.489725778672114,1.5646358294276344,1.44832254572357,1.4318281118229181,1.4915888538230597,1.319858381937386,1.346636616906918,1.515540535387678,1.5125484486958933,1.5744782956619758,1.45385206187597,1.390305748859978,1.3913613946536698,1.356722580403382,1.3838552759991987,1.518134036613766,1.5030307152748363,1.5143303278477842,1.3618691722106815,1.5010114041408937,1.4705332274481917,1.4671958301363284,1.557787241400229,1.4266452035026496,1.4535684260728172,1.5288832998699382,1.4403658673146036,1.4259176107716227,1.5629079714034573,1.370602468616181,1.5407823154074465,1.4520822341864374,1.482901224494293,1.5989474886533814,1.5515742894878195
ENSG00000131148.9,1.3738701488589815,1.4446578595530322,1.4357817621769464,1.380029508132499,1.315744574536035,1.444478793336081,1.3871897991617805,1.4521654106972792,1.3760978238691302,1.3920725339670377,1.3859092233694525,1.4078793698348286,1.4750520585481517,1.4947469789662757,1.3027333295526173,1.502230730034045,1.402248138701108,1.414642265585576,1.3820962218453754,1.3592739833551664,1.4305277729219579,1.4126178188244387,1.2799394669279636,1.3320049735360906,1.3718798903015608,1.2685145478295787,1.303916639710931,1.4406868756901732,1.3451214894252221,1.2730074657603678,1.5228447132670997,1.4450951700088217,1.4145287105371538,1.357808117906403,1.5059382263482533,1.4313806870574102,1.385336626133965,1.1189165086071313,1.258194298984874,1.353448324517742,1.44713935589267,1.3647938403951887,1.371063278797667,1.3036814370350902,1.3114209366810867,1.3915987348892436,1.4402944608808643,1.2559113547519203,1.5456435507607273,1.4312549681528874,1.2685805203675327,1.4966489952202517,1.4853174018767434,1.4991157643216342,1.2998497749101794,1.1310152845927357,1.446450022114417,1.3891150782486053,1.491286852448324,1.329065141329534,1.3636679512938077,1.38155849207282,1.378105162245481,1.3777005154561808,1.329343054520795,1.3174350691725072,1.4444237158669513,1.369621269614127,1.2254158008355096,1.3085549704113435,1.3107655112713799,1.5049952131160609,1.3817518458790299,1.3479612071813107,1.30687140945368,1.3393598122388157,1.2770749841835778,1.4360922710574264,1.4680405377717054,1.422172798375615,1.3270699311655145,1.3967040508515334,1.4481557380390464,1.3481543520299264,1.2996333314433135,1.2794475615620167,1.329963070529995,1.4738244656025834,1.4329064758108432,1.2317121758005998,1.409092346662264,1.3085302576845381,1.3917041934375465,1.3303614563738384,1.378545998125647,1.4322581825050889,1.3378844292880476
ENSG00000079616.13,1.4485408317371655,1.6505153422676309,1.4432589334940926,1.7608469883871114,1.3281549243880297,1.6307190269708753,1.3097716682359566,1.4323052769738962,1.2546801005987818,1.434427163175099,1.6277372910444206,1.330369092694583,1.7858384359047412,1.5693764726474164,1.33776084593279,1.5370834613457296,1.4469492156644093,1.4966943141954139,1.4542714711732951,1.2744750416826656,1.701543905417259,1.6088338411691159,1.289981481393136,1.3667212858388875,1.6642160315610828,1.3356294985497477,1.5565718693195714,1.3486584461876692,1.6038788736748752,1.2506113705673843,1.599964633546618,1.6880655764262256,1.7207857822217907,1.4896822350063619,1.570637181989891,1.6660417040725448,1.6068623030484928,1.7170989352867698,1.374407407448305,1.4056423810599101,1.5764342144389303,1.4242706154488118,1.1846499561757087,1.4456958493042027,1.4449120961958284,1.7429193473839735,1.455164459286528,1.4719412497138187,1.5481257718903103,1.5781140029978757,1.400232936225304,1.4816684506789768,1.5973200971849648,1.6032203209558875,1.2158360651108515,1.3554539938070789,1.468803771274358,1.5375983619351876,1.7301846114106887,1.4715391300675937,1.5428531696061285,1.428816374027776,1.6186809453947302,1.6444231635696867,1.3739510703851971,1.4293407658205175,1.920965375521381,1.54625463942272,1.4901315723136201,1.2038399304293412,1.3605758461579696,1.6116765602106633,1.6950731708633169,1.3404842427883734,1.3540893264327207,1.468340375747022,1.1827081185264805,1.3988141241738399,1.4255774580732623,1.4720011462924407,1.2351502216047814,1.8040467465502543,1.7315542094673109,1.392794906319827,1.4162942653580488,1.4141665970309103,1.619208009345745,1.4437923741840257,1.4006073105995587,1.5329546831998828,1.5852396478459598,1.2166266240522543,1.5656328108183315,1.5738278631174134,1.3735743341728768,1.4447013973564098,1.3453404606976698
